index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Coordinates,MonthSale,AgeBuilding,WeekdaySale,Weekend
13087,Aberfeldie,10 Caroline St,5,house,1830000.0,S,Rendina,2017-09-23,7.5,3040,5.0,4.0,4.0,730.0,373.0,,-37.7595,144.89427,Western Metropolitan,1543.0,"-37.7595, 144.89427",9,3.0,5,1
13088,Airport West,33 Bedford St,3,house,860000.0,S,Harcourts,2017-09-23,10.4,3042,3.0,2.0,2.0,593.0,126.0,,-37.72057,144.87558,Western Metropolitan,3464.0,"-37.72057, 144.87558",9,47.0,5,1
13089,Airport West,16 Highridge Cr,3,house,850000.0,S,Brad,2017-09-23,10.4,3042,3.0,1.0,2.0,551.0,96.0,,-37.72739,144.88235,Western Metropolitan,3464.0,"-37.72739, 144.88235",9,67.0,5,1
13090,other,5 Hedgerow Ct,3,house,565000.0,S,Bells,2017-09-23,14.0,3021,3.0,1.0,2.0,619.0,126.0,,-37.74521,144.76863,Western Metropolitan,1899.0,"-37.74521, 144.76863",9,47.0,5,1
13091,Albert Park,59 Moubray St,3,house,2100000.0,VB,Cayzer,2017-09-23,3.0,3206,3.0,2.0,2.0,137.0,125.0,,-37.84388,144.95303,Southern Metropolitan,3280.0,"-37.84388, 144.95303",9,127.0,5,1
13092,Albion,41 Adelaide St,3,house,760000.0,S,Bells,2017-09-23,10.5,3020,3.0,1.0,1.0,697.0,121.0,,-37.78036,144.8195,Western Metropolitan,2185.0,"-37.78036, 144.8195",9,67.0,5,1
13093,other,52 Spicer Bvd,4,house,750000.0,S,YPA,2017-09-23,15.5,3028,4.0,2.0,2.0,636.0,232.0,,-37.87941,144.76935,Western Metropolitan,7630.0,"-37.87941, 144.76935",9,21.0,5,1
13094,Altona North,35 Mahon Av,3,house,980000.0,S,Barlow,2017-09-23,9.4,3025,3.0,1.0,2.0,667.0,126.0,,-37.82853,144.85091,Western Metropolitan,5132.0,"-37.82853, 144.85091",9,47.0,5,1
13095,Altona North,105 Third Av,4,house,970000.0,S,Sweeney,2017-09-23,9.4,3025,4.0,1.0,5.0,561.0,126.0,,-37.83224000000001,144.85299999999995,Western Metropolitan,5132.0,"-37.83224, 144.853",9,47.0,5,1
13096,Armadale,9 Bailey Av,4,house,3000000.0,VB,Kay,2017-09-23,6.3,3143,4.0,3.0,2.0,474.0,180.0,,-37.86345,145.02454,Southern Metropolitan,4836.0,"-37.86345, 145.02454",9,102.0,5,1
13097,Armadale,22 Gladstone Av,3,house,1500000.0,VB,hockingstuart,2017-09-23,6.3,3143,3.0,1.0,2.0,230.0,115.0,,-37.86275,145.02364,Southern Metropolitan,4836.0,"-37.86275, 145.02364",9,117.0,5,1
13098,Ascot Vale,13 Brisbane St,3,townhouse,1130000.0,S,Nelson,2017-09-23,4.3,3032,3.0,2.0,1.0,231.0,126.0,,-37.77373,144.9311,Western Metropolitan,6567.0,"-37.77373, 144.9311",9,47.0,5,1
13099,Ashburton,3A Crete Av,3,house,1210000.0,S,Jellis,2017-09-23,10.2,3147,3.0,1.0,3.0,407.0,93.0,,-37.8696,145.0866,Southern Metropolitan,3052.0,"-37.8696, 145.0866",9,62.0,5,1
13100,Ashburton,20 Eleanor St,3,house,1840000.0,SP,Buxton,2017-09-23,10.2,3147,3.0,1.0,2.0,648.0,126.0,,-37.8614,145.08436,Southern Metropolitan,3052.0,"-37.8614, 145.08436",9,47.0,5,1
13101,Balwyn,12 Belmore Rd,5,house,2580000.0,PI,Marshall,2017-09-23,7.9,3103,5.0,5.0,2.0,621.0,575.0,,-37.80199,145.06486,Southern Metropolitan,5682.0,"-37.80199, 145.06486",9,8.0,5,1
13102,Balwyn North,85 Clifton St,4,house,1400000.0,VB,hockingstuart,2017-09-23,9.7,3104,4.0,2.0,1.0,629.0,126.0,,-37.79241,145.10445,Southern Metropolitan,7809.0,"-37.79241, 145.10445",9,47.0,5,1
13103,other,85 Begonia Av,3,house,755000.0,S,iTRAK,2017-09-23,23.2,3153,3.0,2.0,4.0,782.0,126.0,,-37.85002,145.25964,Eastern Metropolitan,5030.0,"-37.85002, 145.25964",9,47.0,5,1
13104,other,4 David Cl,3,house,800000.0,S,McGrath,2017-09-23,23.2,3153,3.0,2.0,5.0,931.0,126.0,,-37.82534,145.29921000000004,Eastern Metropolitan,3598.0,"-37.82534, 145.29921",9,47.0,5,1
13105,other,8 Skye Ct,3,house,724000.0,S,iTRAK,2017-09-23,23.2,3153,3.0,2.0,2.0,482.0,147.0,,-37.82391,145.30266,Eastern Metropolitan,3598.0,"-37.82391, 145.30266",9,27.0,5,1
13106,other,9A Comas Rd,3,house,1150000.0,VB,Marshall,2017-09-23,17.3,3193,3.0,2.0,2.0,335.0,126.0,,-37.97316,145.04041999999995,Southern Metropolitan,5366.0,"-37.97316, 145.04042",9,21.0,5,1
13107,Bentleigh,3 Bendigo Av,5,house,1915000.0,PI,Obrien,2017-09-23,11.4,3204,5.0,2.0,2.0,590.0,126.0,,-37.92508,145.03606000000005,Southern Metropolitan,6795.0,"-37.92508, 145.03606",9,47.0,5,1
13108,Bentleigh,14 Delhi St,4,house,1410000.0,PI,Woodards,2017-09-23,11.4,3204,4.0,3.0,4.0,623.0,214.0,,-37.92588,145.04808,Southern Metropolitan,6795.0,"-37.92588, 145.04808",9,67.0,5,1
13109,Bentleigh East,316 Chesterville Rd,2,house,1020000.0,VB,Buxton,2017-09-23,13.8,3165,2.0,1.0,2.0,597.0,115.0,,-37.93574,145.06169,Southern Metropolitan,10969.0,"-37.93574, 145.06169",9,58.0,5,1
13110,Bentleigh East,9 Vine Ct,4,house,1675000.0,S,Jellis,2017-09-23,13.8,3165,4.0,2.0,2.0,400.0,294.0,,-37.91608,145.05715,Southern Metropolitan,10969.0,"-37.91608, 145.05715",9,47.0,5,1
13111,other,13 Ridge Rd,3,house,835000.0,SP,Barry,2017-09-23,35.2,3806,3.0,2.0,2.0,957.0,126.0,,-38.03383,145.36314,Eastern Victoria,17093.0,"-38.03383, 145.36314",9,47.0,5,1
13112,other,3/3 First St,3,unit,945000.0,S,Ray,2017-09-23,17.3,3193,3.0,2.0,2.0,749.0,126.0,,-37.97676,145.01851000000005,Southern Metropolitan,2866.0,"-37.97676, 145.01851",9,37.0,5,1
13113,other,3/33 Glen Ebor Av,3,house,786000.0,S,Ray,2017-09-23,13.4,3130,3.0,1.0,2.0,1271.0,126.0,,-37.82151,145.16138999999995,Eastern Metropolitan,5713.0,"-37.82151, 145.16139",9,47.0,5,1
13114,other,31 Primula St,5,house,1555000.0,S,Buxton,2017-09-23,13.4,3130,5.0,2.0,2.0,602.0,126.0,,-37.80425,145.14477,Eastern Metropolitan,2867.0,"-37.80425, 145.14477",9,47.0,5,1
13115,other,101 Shafer Rd,4,house,1475000.0,PI,Fletchers,2017-09-23,13.4,3130,4.0,2.0,2.0,582.0,240.0,,-37.80505,145.14919,Eastern Metropolitan,2867.0,"-37.80505, 145.14919",9,6.0,5,1
13116,other,144 Middleborough Rd,4,house,1229000.0,S,McGrath,2017-09-23,13.4,3130,4.0,2.0,2.0,727.0,115.0,,-37.84378,145.13407,Eastern Metropolitan,4387.0,"-37.84378, 145.13407",9,57.0,5,1
13117,other,37 Mernda Av,3,house,965000.0,SP,hockingstuart,2017-09-23,27.0,3196,3.0,2.0,2.0,572.0,127.0,,-38.06866,145.12677,South-Eastern Metropolitan,2887.0,"-38.06866, 145.12677",9,67.0,5,1
13118,Box Hill,2/8 Simpsons Rd,2,unit,653000.0,S,Philip,2017-09-23,10.9,3128,2.0,1.0,1.0,84.0,77.0,,-37.8179,145.1341,Eastern Metropolitan,4605.0,"-37.8179, 145.1341",9,47.0,5,1
13119,Brighton East,86 Glencairn Av,5,house,2750000.0,S,Buxton,2017-09-23,10.3,3187,5.0,3.0,3.0,626.0,126.0,,-37.92427,145.02003,Southern Metropolitan,6938.0,"-37.92427, 145.02003",9,47.0,5,1
13120,other,12 Merricks St,3,house,575500.0,S,Barry,2017-09-23,14.0,3047,3.0,1.0,3.0,580.0,126.0,,-37.6798,144.90936000000005,Northern Metropolitan,4294.0,"-37.6798, 144.90936",9,47.0,5,1
13121,other,1 Brack Av,3,house,901000.0,SP,hockingstuart,2017-09-23,6.4,3012,3.0,2.0,3.0,738.0,126.0,,-37.8227,144.84094,Western Metropolitan,962.0,"-37.8227, 144.84094",9,47.0,5,1
13122,Brunswick,281 Albion St,3,house,1150000.0,S,hockingstuart,2017-09-23,5.2,3056,3.0,1.0,1.0,360.0,126.0,,-37.75992,144.95664,Northern Metropolitan,11918.0,"-37.75992, 144.95664",9,117.0,5,1
13123,Brunswick,232 Brunswick Rd,3,house,1280000.0,SP,Chambers,2017-09-23,5.2,3056,3.0,1.0,2.0,212.0,126.0,,-37.77695,144.95785,Northern Metropolitan,11918.0,"-37.77695, 144.95785",9,47.0,5,1
13124,Brunswick,146 Donald St,3,house,1325000.0,S,Jellis,2017-09-23,5.2,3056,3.0,1.0,1.0,331.0,120.0,,-37.75877,144.97316,Northern Metropolitan,11918.0,"-37.75877, 144.97316",9,97.0,5,1
13125,Brunswick,15 Eveline St,4,house,1630000.0,VB,Nelson,2017-09-23,5.2,3056,4.0,2.0,1.0,278.0,174.0,,-37.77081,144.96318,Northern Metropolitan,11918.0,"-37.77081, 144.96318",9,137.0,5,1
13126,Brunswick,43 Mitchell St,4,house,1275000.0,PI,Jellis,2017-09-23,5.2,3056,4.0,1.0,2.0,518.0,126.0,,-37.75883,144.96749,Northern Metropolitan,11918.0,"-37.75883, 144.96749",9,47.0,5,1
13127,Brunswick,22 Stanley St,4,house,1770000.0,S,Nelson,2017-09-23,5.2,3056,4.0,2.0,3.0,461.0,187.0,,-37.76296,144.97239,Northern Metropolitan,11918.0,"-37.76296, 144.97239",9,87.0,5,1
13128,Brunswick East,20 Glenmorgan St,2,house,1065000.0,S,Nelson,2017-09-23,4.0,3057,2.0,1.0,1.0,186.0,126.0,,-37.76321,144.97836999999996,Northern Metropolitan,5533.0,"-37.76321, 144.97837",9,47.0,5,1
13129,Brunswick East,2/162 Lygon St,2,unit,522000.0,SP,Jellis,2017-09-23,4.0,3057,2.0,1.0,1.0,186.0,126.0,,-37.77315,144.97161,Northern Metropolitan,5533.0,"-37.77315, 144.97161",9,47.0,5,1
13130,Brunswick West,30 Cornwall St,3,house,1000000.0,SP,Woodards,2017-09-23,5.2,3055,3.0,1.0,2.0,399.0,105.0,,-37.75744,144.94945,Northern Metropolitan,7082.0,"-37.75744, 144.94945",9,67.0,5,1
13131,Brunswick West,3 Temple St,3,house,1080000.0,SP,Nelson,2017-09-23,5.2,3055,3.0,1.0,2.0,218.0,126.0,,-37.76563,144.94111,Northern Metropolitan,7082.0,"-37.76563, 144.94111",9,47.0,5,1
13132,Bulleen,12 Ralph St,4,house,1300000.0,PI,Luxton,2017-09-23,10.8,3105,4.0,2.0,3.0,650.0,120.0,,-37.77352,145.09843999999995,Eastern Metropolitan,4480.0,"-37.77352, 145.09844",9,57.0,5,1
13133,Bulleen,12 Rocklea Rd,3,house,1331000.0,S,Barry,2017-09-23,10.8,3105,3.0,2.0,2.0,697.0,158.0,,-37.76823,145.08103,Eastern Metropolitan,4480.0,"-37.76823, 145.08103",9,47.0,5,1
13134,Bundoora,219 Greenwood Dr,3,house,745000.0,S,Ray,2017-09-23,12.1,3083,3.0,1.0,2.0,586.0,126.0,,-37.70762,145.07179,Northern Metropolitan,10175.0,"-37.70762, 145.07179",9,47.0,5,1
13135,other,16 Stanthorp St,3,house,655000.0,S,YPA,2017-09-23,14.8,3023,3.0,2.0,2.0,419.0,126.0,,-37.73244,144.75669,Western Metropolitan,1686.0,"-37.73244, 144.75669",9,10.0,5,1
13136,other,3 Sugarloaf Cl,3,house,680000.0,VB,Noel,2017-09-23,14.7,3151,3.0,1.0,1.0,189.0,126.0,,-37.85777,145.14009,Eastern Metropolitan,4048.0,"-37.85777, 145.14009",9,47.0,5,1
13137,Camberwell,15 Tyne St,4,house,2850000.0,S,Jellis,2017-09-23,7.7,3124,4.0,2.0,8.0,905.0,126.0,,-37.84578,145.08436,Southern Metropolitan,8920.0,"-37.84578, 145.08436",9,47.0,5,1
13138,Camberwell,3 Wiringa Av,5,house,2800000.0,VB,Marshall,2017-09-23,7.7,3124,5.0,2.0,2.0,768.0,254.0,,-37.83825,145.08163000000005,Southern Metropolitan,8920.0,"-37.83825, 145.08163",9,27.0,5,1
13139,Carnegie,52 Tranmere Av,4,house,1966000.0,VB,Ray,2017-09-23,10.1,3163,4.0,2.0,2.0,627.0,181.0,,-37.89184,145.06056,Southern Metropolitan,7822.0,"-37.89184, 145.06056",9,112.0,5,1
13140,Carnegie,12/40 Woorayl St,1,unit,381000.0,S,Ray,2017-09-23,10.1,3163,1.0,1.0,1.0,2048.0,55.0,,-37.88642,145.05979,Southern Metropolitan,7822.0,"-37.88642, 145.05979",9,47.0,5,1
13141,other,3 Salford La,3,house,646000.0,S,HAR,2017-09-23,14.8,3023,3.0,1.0,2.0,238.0,171.0,,-37.73917,144.72874,Western Metropolitan,7719.0,"-37.73917, 144.72874",9,13.0,5,1
13142,Cheltenham,5 Alice St,3,house,1100000.0,PI,O'Brien,2017-09-23,17.9,3192,3.0,2.0,2.0,603.0,126.0,,-37.97462,145.07906,Southern Metropolitan,9758.0,"-37.97462, 145.07906",9,47.0,5,1
13143,Cheltenham,139 Park Rd,3,house,1015000.0,S,Buxton,2017-09-23,17.9,3192,3.0,1.0,2.0,566.0,126.0,,-37.96488,145.05276,Southern Metropolitan,9758.0,"-37.96488, 145.05276",9,47.0,5,1
13144,Cheltenham,53 Primrose Av,3,townhouse,795000.0,S,Buxton,2017-09-23,17.9,3192,3.0,2.0,2.0,138.0,137.0,,-37.95656,145.06926,Southern Metropolitan,9758.0,"-37.95656, 145.06926",9,4.0,5,1
13145,Cheltenham,72 Wilson St,3,house,1160000.0,S,O'Brien,2017-09-23,17.9,3192,3.0,2.0,2.0,534.0,134.0,,-37.9583,145.06041000000005,Southern Metropolitan,9758.0,"-37.9583, 145.06041",9,37.0,5,1
13146,Cheltenham,53 Wingrove St,4,house,1160000.0,S,O'Brien,2017-09-23,17.9,3192,4.0,2.0,2.0,585.0,126.0,,-37.95272,145.06573,Southern Metropolitan,9758.0,"-37.95272, 145.06573",9,47.0,5,1
13147,other,4 Wannan Ct,3,house,800000.0,S,C21,2017-09-23,17.5,3169,3.0,1.0,2.0,602.0,126.0,,-37.94146,145.11121,South-Eastern Metropolitan,4734.0,"-37.94146, 145.11121",9,47.0,5,1
13148,Coburg,13 Shackell St,4,house,1000000.0,S,Brad,2017-09-23,6.7,3058,4.0,2.0,1.0,343.0,126.0,,-37.74234000000001,144.95169,Northern Metropolitan,11204.0,"-37.74234, 144.95169",9,47.0,5,1
13149,Coburg,17 Sutherland St,3,house,960000.0,S,Nelson,2017-09-23,6.7,3058,3.0,1.0,3.0,491.0,126.0,,-37.73913,144.96086,Northern Metropolitan,11204.0,"-37.73913, 144.96086",9,47.0,5,1
13150,Craigieburn,5 Blackbird Tce,4,house,735000.0,S,Ray,2017-09-23,20.6,3064,4.0,2.0,2.0,771.0,255.0,,-37.57383,144.92424,Northern Metropolitan,15510.0,"-37.57383, 144.92424",9,11.0,5,1
13151,Craigieburn,111 Hanson Rd,4,house,600000.0,S,Ray,2017-09-23,20.6,3064,4.0,2.0,2.0,630.0,177.0,,-37.58905,144.93658,Northern Metropolitan,15510.0,"-37.58905, 144.93658",9,14.0,5,1
13152,Craigieburn,9 Huntingfield St,4,house,475000.0,SP,YPA,2017-09-23,20.6,3064,4.0,2.0,1.0,294.0,146.0,,-37.58364,144.90804,Northern Metropolitan,15510.0,"-37.58364, 144.90804",9,6.0,5,1
13153,Craigieburn,328 Waterview Bvd,3,house,552000.0,S,Barry,2017-09-23,20.6,3064,3.0,2.0,2.0,448.0,143.0,,-37.57869,144.91069,Northern Metropolitan,15510.0,"-37.57869, 144.91069",9,7.0,5,1
13154,other,11 Aminga Ct,3,house,840500.0,S,Barry,2017-09-23,23.0,3136,3.0,1.0,2.0,850.0,126.0,,-37.78297,145.28774,Eastern Metropolitan,11925.0,"-37.78297, 145.28774",9,47.0,5,1
13155,other,6 Webster Av,5,house,1180000.0,S,Barry,2017-09-23,23.0,3136,5.0,3.0,3.0,857.0,285.0,,-37.79773,145.26956,Eastern Metropolitan,11925.0,"-37.79773, 145.26956",9,5.0,5,1
13156,other,1 Christie St,3,house,632000.0,S,HAR,2017-09-23,14.8,3023,3.0,1.0,1.0,562.0,118.0,,-37.77224,144.77381,Western Metropolitan,6388.0,"-37.77224, 144.77381",9,57.0,5,1
13157,other,4 Adina Pl,3,house,607500.0,S,One,2017-09-23,18.0,3037,3.0,2.0,2.0,528.0,142.0,,-37.71046,144.77043,Western Metropolitan,2898.0,"-37.71046, 144.77043",9,17.0,5,1
13158,other,7 Shale Ct,3,house,563000.0,S,Purplebricks,2017-09-23,18.0,3037,3.0,2.0,2.0,469.0,126.0,,-37.72438,144.7655,Western Metropolitan,2898.0,"-37.72438, 144.7655",9,47.0,5,1
13159,other,1 Sinclair Grn,4,house,695000.0,S,Stockdale,2017-09-23,14.7,3030,4.0,2.0,2.0,516.0,126.0,,-37.78763,144.75963000000004,Western Metropolitan,2276.0,"-37.78763, 144.75963",9,47.0,5,1
13160,other,37 Brownlow Dr,4,house,990000.0,S,Morrison,2017-09-23,21.8,3089,4.0,3.0,2.0,1001.0,315.0,,-37.65972,145.159,Northern Victoria,4258.0,"-37.65972, 145.159",9,5.0,5,1
13161,Doncaster,104 Ayr St,4,house,1260000.0,PI,Barry,2017-09-23,12.4,3108,4.0,3.0,3.0,730.0,126.0,,-37.77871,145.10356000000004,Eastern Metropolitan,9028.0,"-37.77871, 145.10356",9,47.0,5,1
13162,Doncaster East,21 Gaudion Rd,4,house,1310000.0,S,Barry,2017-09-23,14.3,3109,4.0,2.0,2.0,664.0,126.0,,-37.77472,145.15197,Eastern Metropolitan,10999.0,"-37.77472, 145.15197",9,47.0,5,1
13163,Doncaster East,8 Rowallan Ct,5,house,1890000.0,S,ASL,2017-09-23,14.3,3109,5.0,2.0,2.0,659.0,126.0,,-37.78628,145.1667,Eastern Metropolitan,10999.0,"-37.78628, 145.1667",9,42.0,5,1
13164,other,128 Mitcham Rd,3,unit,775000.0,S,Noel,2017-09-23,16.1,3111,3.0,2.0,1.0,294.0,107.0,,-37.79937,145.18164,Eastern Metropolitan,4790.0,"-37.79937, 145.18164",9,47.0,5,1
13165,other,11 Rove La,2,house,365500.0,SP,The,2017-09-23,25.9,3754,2.0,1.0,2.0,184.0,126.0,,-37.60835,145.12073,Northern Victoria,7254.0,"-37.60835, 145.12073",9,47.0,5,1
13166,other,77 Fraser Av,3,house,837000.0,S,hockingstuart,2017-09-23,27.0,3196,3.0,1.0,1.0,441.0,126.0,,-38.03804,145.11728,South-Eastern Metropolitan,2546.0,"-38.03804, 145.11728",9,47.0,5,1
13167,other,107 Kinross Av,3,house,950000.0,S,Hodges,2017-09-23,27.0,3196,3.0,1.0,2.0,560.0,146.0,,-38.03288,145.11678,South-Eastern Metropolitan,2546.0,"-38.03288, 145.11678",9,37.0,5,1
13168,Epping,7 Centurion Ct,3,house,646000.0,S,Love,2017-09-23,19.6,3076,3.0,2.0,2.0,716.0,114.0,,-37.64206,145.03703000000004,Northern Metropolitan,10926.0,"-37.64206, 145.03703",9,38.0,5,1
13169,Epping,376 Dalton Rd,3,house,625000.0,S,Barry,2017-09-23,19.6,3076,3.0,1.0,2.0,534.0,113.0,,-37.65843,145.03091,Northern Metropolitan,10926.0,"-37.65843, 145.03091",9,27.0,5,1
13170,Epping,2 Dransfield Wy,3,house,552500.0,S,hockingstuart,2017-09-23,19.6,3076,3.0,1.0,1.0,521.0,126.0,,-37.63854,145.05178999999995,Northern Metropolitan,10926.0,"-37.63854, 145.05179",9,47.0,5,1
13171,Essendon,66 Roberts St,3,house,1710000.0,S,Nelson,2017-09-23,7.5,3040,3.0,1.0,2.0,795.0,126.0,,-37.74903,144.89924,Western Metropolitan,9264.0,"-37.74903, 144.89924",9,47.0,5,1
13172,Fawkner,13 Lorne St,4,house,800000.0,S,Eview,2017-09-23,13.1,3060,4.0,3.0,2.0,308.0,203.0,,-37.7166,144.97665,Northern Metropolitan,5070.0,"-37.7166, 144.97665",9,2.0,5,1
13173,other,14 Hancock Dr,3,house,791100.0,S,Ray,2017-09-23,24.8,3156,3.0,2.0,2.0,640.0,126.0,,-37.89335,145.27924,Eastern Metropolitan,10788.0,"-37.89335, 145.27924",9,37.0,5,1
13174,other,27 Malua Rd,2,house,775000.0,S,Noel,2017-09-23,24.8,3156,2.0,1.0,1.0,733.0,110.0,,-37.87101,145.26641999999995,Eastern Metropolitan,10788.0,"-37.87101, 145.26642",9,67.0,5,1
13175,Fitzroy,138 Cecil St,3,house,1210000.0,PI,Nelson,2017-09-23,2.1,3065,3.0,1.0,2.0,155.0,126.0,,-37.79451,144.98208,Northern Metropolitan,5825.0,"-37.79451, 144.98208",9,47.0,5,1
13176,Fitzroy,32 Cecil St,2,house,1300000.0,S,Woodards,2017-09-23,2.1,3065,2.0,1.0,1.0,125.0,124.0,,-37.79395,144.97698,Northern Metropolitan,5825.0,"-37.79395, 144.97698",9,17.0,5,1
13177,Fitzroy North,397 Rae St,3,house,1730000.0,S,Nelson,2017-09-23,3.6,3068,3.0,2.0,2.0,175.0,126.0,,-37.78305,144.97997,Northern Metropolitan,6244.0,"-37.78305, 144.97997",9,47.0,5,1
13178,Flemington,18 Shields St,2,house,1100000.0,S,Nelson,2017-09-23,3.4,3031,2.0,1.0,1.0,193.0,126.0,,-37.78749000000001,144.93203,Northern Metropolitan,3593.0,"-37.78749, 144.93203",9,47.0,5,1
13179,Flemington,2/121 Wellington St,2,unit,452500.0,S,Nelson,2017-09-23,3.4,3031,2.0,1.0,1.0,807.0,54.0,,-37.783,144.93204,Northern Metropolitan,3593.0,"-37.783, 144.93204",9,47.0,5,1
13180,other,14 Box Av,4,house,1350000.0,VB,Noel,2017-09-23,15.4,3131,4.0,2.0,2.0,653.0,653.0,,-37.84362,145.16976,Eastern Metropolitan,4385.0,"-37.84362, 145.16976",9,47.0,5,1
13181,other,14 Hampshire Rd,4,house,950000.0,VB,Noel,2017-09-23,15.4,3131,4.0,1.0,1.0,607.0,126.0,,-37.84137,145.17911999999995,Eastern Metropolitan,4385.0,"-37.84137, 145.17912",9,57.0,5,1
13182,other,10 Plover Cl,3,house,634000.0,S,O'Brien,2017-09-23,38.0,3199,3.0,1.0,1.0,586.0,126.0,,-38.14738,145.16653,South-Eastern Metropolitan,17055.0,"-38.14738, 145.16653",9,47.0,5,1
13183,other,70 Derinya Dr,4,house,1350000.0,S,Eview,2017-09-23,38.0,3199,4.0,2.0,2.0,2716.0,126.0,,-38.17488,145.1234,South-Eastern Metropolitan,7566.0,"-38.17488, 145.1234",9,47.0,5,1
13184,other,17 Payne St,3,house,586000.0,S,YPA,2017-09-23,12.9,3043,3.0,1.0,1.0,534.0,126.0,,-37.68641,144.88487,Western Metropolitan,3285.0,"-37.68641, 144.88487",9,47.0,5,1
13185,other,4/135 Grange Rd,1,unit,600000.0,S,Hodges,2017-09-23,10.1,3163,1.0,1.0,1.0,100.0,126.0,,-37.89154,145.04483000000005,Southern Metropolitan,2403.0,"-37.89154, 145.04483",9,47.0,5,1
13186,Glen Iris,2 Grandview Av,3,house,1285000.0,S,Marshall,2017-09-23,7.3,3146,3.0,2.0,2.0,374.0,101.0,,-37.84967,145.08388,Southern Metropolitan,10412.0,"-37.84967, 145.08388",9,77.0,5,1
13187,Glen Waverley,58 Cambridge Dr,4,house,1190000.0,S,Ray,2017-09-23,16.7,3150,4.0,2.0,2.0,653.0,126.0,,-37.89231,145.15141,Eastern Metropolitan,15321.0,"-37.89231, 145.15141",9,47.0,5,1
13188,Glen Waverley,8 Edith St,3,house,2450000.0,S,Stockdale,2017-09-23,16.7,3150,3.0,1.0,0.0,984.0,126.0,,-37.87376,145.15238,Eastern Metropolitan,15321.0,"-37.87376, 145.15238",9,47.0,5,1
13189,Glen Waverley,9 Finton Cl,4,house,1214000.0,S,Barry,2017-09-23,16.7,3150,4.0,2.0,2.0,694.0,126.0,,-37.8893,145.18747,Eastern Metropolitan,15321.0,"-37.8893, 145.18747",9,47.0,5,1
13190,Glen Waverley,16 Rhodes Dr,4,house,1631888.0,S,Barry,2017-09-23,16.7,3150,4.0,2.0,2.0,740.0,126.0,,-37.88551,145.17559,Eastern Metropolitan,15321.0,"-37.88551, 145.17559",9,57.0,5,1
13191,Glenroy,152 Glenroy Rd,3,house,850000.0,S,Stockdale,2017-09-23,11.2,3046,3.0,1.0,1.0,672.0,126.0,,-37.70542,144.92263,Northern Metropolitan,8870.0,"-37.70542, 144.92263",9,47.0,5,1
13192,Glenroy,9 Hartington St,3,house,1051000.0,S,Barry,2017-09-23,11.2,3046,3.0,2.0,2.0,913.0,112.0,,-37.70072,144.91662,Northern Metropolitan,8870.0,"-37.70072, 144.91662",9,67.0,5,1
13193,Glenroy,17 Patrick St,2,house,910000.0,PI,Eview,2017-09-23,11.2,3046,2.0,1.0,1.0,718.0,126.0,,-37.71389,144.92158999999995,Northern Metropolitan,8870.0,"-37.71389, 144.92159",9,47.0,5,1
13194,Greensborough,6 Pembroke St,3,house,785000.0,S,Darren,2017-09-23,16.1,3088,3.0,1.0,2.0,840.0,137.0,,-37.69443,145.11245,Northern Metropolitan,8524.0,"-37.69443, 145.11245",9,57.0,5,1
13195,Hampton,132 Ludstone St,4,house,1800000.0,PI,Buxton,2017-09-23,13.8,3188,4.0,1.0,2.0,800.0,126.0,,-37.93492,145.01758,Southern Metropolitan,5454.0,"-37.93492, 145.01758",9,47.0,5,1
13196,Hampton,36 May St,4,townhouse,2000000.0,VB,Buxton,2017-09-23,13.8,3188,4.0,3.0,2.0,360.0,275.0,,-37.937,145.01169,Southern Metropolitan,5454.0,"-37.937, 145.01169",9,7.0,5,1
13197,Hampton,4 The Avenue,4,house,2500000.0,VB,Marshall,2017-09-23,13.8,3188,4.0,2.0,4.0,683.0,199.0,,-37.92983,145.00167,Southern Metropolitan,5454.0,"-37.92983, 145.00167",9,37.0,5,1
13198,other,10 Wickham Rd,4,house,1125000.0,PI,Buxton,2017-09-23,13.8,3188,4.0,1.0,1.0,700.0,175.0,,-37.94312,145.0244,Southern Metropolitan,2356.0,"-37.94312, 145.0244",9,67.0,5,1
13199,Hawthorn East,29 Fairmount Rd,3,house,3600000.0,S,Marshall,2017-09-23,6.2,3123,3.0,2.0,2.0,848.0,158.0,,-37.83543,145.04606,Southern Metropolitan,6482.0,"-37.83543, 145.04606",9,88.0,5,1
13200,Heidelberg,6 Clyde Ct,3,house,985000.0,S,Nelson,2017-09-23,8.9,3084,3.0,1.0,2.0,528.0,118.0,,-37.74821,145.06933,Eastern Metropolitan,2890.0,"-37.74821, 145.06933",9,62.0,5,1
13201,Heidelberg Heights,219 Waiora Rd,3,house,915000.0,S,hockingstuart,2017-09-23,8.8,3081,3.0,2.0,2.0,604.0,126.0,,-37.73098,145.06043,Eastern Metropolitan,2947.0,"-37.73098, 145.06043",9,47.0,5,1
13202,other,17 Nicol St,4,house,1911000.0,S,Buxton,2017-09-23,16.0,3190,4.0,3.0,2.0,616.0,302.0,,-37.94964,145.02753,Southern Metropolitan,4794.0,"-37.94964, 145.02753",9,12.0,5,1
